description	TRUE	dict+rule	Stanza	TJBatch	transformer-bert	spacy	ht-bert	fine-tuned-bert	whole-mask-bert
Mideast Gulf oil outlook - India holds the key .	[]	[]	[]	set()	[]	[]	[]	[]	[]
DUBAI 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
India will continue to hold the key to the middle distillates product market in the Middle East Gulf in the short term , traders in the region said on Thursday .	[]	[]	[]	set()	[]	[]	[]	[]	[]
They said premiums on high quality jet kerosene have widened to around $ 1 , and are likely to remain strong in the near term .	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" On the jet kerosene side we must be cautious about quality ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
Some are commanding a very good premium of 95 cents to one dollar .	[]	[]	[]	set()	[]	[]	[]	[]	[]
It 's been 99 cents to Korea .	[]	[]	[]	set()	[]	[]	[]	[]	[]
"This will stay at this sort of price premium for a while , "" one said ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" But for normal jet the weakened demand is quite noticeable , the premium is around 45-50 cents ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
"The differential is not normally as wide as this , "" he added ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
Another put the premium for jet kerosene at between 65 and 75 cents .	[]	[]	[]	set()	[]	[]	[]	[]	[]
One trader said despite the fact that some kerosene was in storage at Dubai ports , demand looked to exceed supply in the near term .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Jet kerosene was assessed at $ 27.40 - $ 27.70 a barrel fob Gulf on Thursday , up from $ 27.22 last week .	[]	[]	[]	set()	[]	[]	['Jet', 'Gulf']	[]	[]
Dealers expected premiums to stick around current levels for the next two or three weeks , before they get a boost in the second half of September from demand for October cargoes .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Gas oil , assessed at $ 24.00 - $ 24.20 a barrel fob Gulf , was little changed on Thursday from last week 's $ 24.10 - $ 24.24 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" On gas oil , in the near term demand and supply are balanced to a bit short , there are some enquiries into east Africa and short covering in India , "" said one trader ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" The Indians have awarded three cargoes , but the question is whether they will come out for more , "" he added ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
India has acquired 120,000 tonnes of diesel in three cargoes , bound for the west coast , in its October tender .	[]	['diesel']	[]	set()	[]	[]	[]	[]	[]
Traders said the award could be India 's lowest in recent years .	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" After IOC 's very small purchase of 120,000 tonnes , I 'm still suspicious that they will buy more in the second half of October , "" another said ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
But traders see the market remaining tight in the short-term , with some surplus arising closer to October .	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" I see an overhang of gas oil further out , "" one said ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" Gas oil will remain tight in the short term up to mid-September with the premium of around $ 1 for 0.5 percent ( sulphur material ) ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
"In the second half of September and October we see the premium coming off to 70-75 cents . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
Traders said there was not much demand for one percent sulphur material gas oil , with the premium at 40 to 45 cents .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Egypt police catch ancient manuscript thieves .	[]	[]	[]	set()	[]	[]	['Egypt']	[]	[]
CAIRO 1996-08-29	[]	['cairo']	[]	set()	[]	[]	[]	[]	[]
Egyptian police have arrested eight people who were trying to sell an ancient copy of the Old Testament , the official al-Akhbar newspaper said on Thursday .	[]	[]	[]	set()	[]	[]	['Egyptian']	[]	[]
The daily said the men had wanted to sell the undated manuscript to a Jewish group for five million pounds ( $ 1.5 million ) .	[]	[]	[]	set()	[]	[]	['Jewish']	[]	[]
Instead an undercover police officer pretended to be interested in buying it and arrested them .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The newspaper did not give any details about the manuscript but said it had been relinquished to the Islamic Museum in Cairo .	[]	['cairo']	[]	set()	[]	[]	[]	[]	[]
New U.S. ambassador arrives in Saudi Arabia .	[]	[]	[]	set()	[]	[]	['Arabia']	[]	[]
DUBAI 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
Washington 's new ambassador to Saudi Arabia , Wyche Fowler , arrived in the kingdom to take up his post , the U.S. embassy in Riyadh said on Thursday .	['Fowler']	[]	['Wyche Fowler']	set()	['Wyche', 'Fowler']	['wyche fowler']	['Saudi', 'Arabia', 'Wyche', 'Fowler']	['Wyche', 'Fowler']	['wyche']
Fowler , a lawyer and former senator , arrived late on Wednesday , the embassy said in a statement .	['Fowler']	[]	['Fowler']	set()	['Fowler']	['fowler']	['Fowler']	['Fowler']	['Fowler', 'fowler']
President Bill Clinton earlier this month invoked special powers to appoint Fowler during the congressional recess because the Senate delayed confirming his nomination .	['Bill', 'Clinton', 'Fowler']	[]	['Bill Clinton', 'Fowler']	set()	['Bill', 'Clinton', 'Fowler']	['bill clinton', 'fowler']	['Bill', 'Clinton', 'Fowler']	['Bill', 'Clinton', 'Fowler']	['Bill', 'Clinton', 'bill', 'clinton']
Fowler 's predecessor Raymond Mabus returned to the United States in May .	['Fowler', 'Raymond', 'Mabus']	[]	['Fowler', 'Raymond Mabus']	['may']	['Fowler', 'Raymond', 'Mabus']	['fowler', 'raymond mabus']	['Fowler', 'Raymond', 'Mabus']	['Fowler', 'Raymond', 'Mabus']	['Raymond', 'Mabus', 'Fowler', 'fowler', 'raymond', 'mabus']
Jordanian PM Kabariti leaves for West Bank .	['Kabariti']	[]	['Kabariti']	set()	['Kabariti']	['kabariti']	[]	['Kabariti']	['Kabariti', 'kabariti']
AMMAN 1996-08-29	[]	[]	['AMMAN']	set()	[]	[]	[]	[]	[]
Jordanian Prime Minister Abdul-Karim al-Kabariti left Amman on Thursday for the West Bank town of Ramallah to hold talks with Palestinian President Yasser Arafat on the stalled Middle East peace process , officials said .	['Abdul-Karim', 'al-Kabariti', 'Yasser', 'Arafat']	['arafat']	['Abdul-Karim al-Kabariti', 'Yasser Arafat']	set()	['Abdul', '-', 'Karim', 'al', '-', 'Kabariti', 'Yasserfa', 'Arafat']	['abdul-karim al-kabariti', 'yasser arafat']	['Abdul', 'Karim', 'al', 'Kabariti', 'Yasser', 'Arafat']	['Abdul', 'Karim', 'al', 'Kabariti', 'Yasser', 'Arafat']	['Yasser', 'Arafat', 'abdul', 'karim', 'al', '-', 'kabariti', 'yasser', 'arafat']
"The official state news agency Petra said Kabariti would hold discussions "" on the latest developments in the peace process and bilateral cooperation "" ."	['Kabariti']	['petra']	['Petra']	['petra']	['Kabariti']	[]	['Petra', 'Kabariti']	['Kabariti']	['Kabariti', 'kabariti']
The visit was Kabariti 's first trip outside the country since Jordan was shaken by food riots earlier this month .	['Kabariti']	['jordan']	['Kabariti']	['jordan']	['Kabariti']	['kabariti']	[]	['Kabariti']	['Kabariti', 'kabariti']
Palestinians end four-hour strike .	[]	[]	[]	set()	[]	[]	[]	[]	[]
JERUSALEM 1996-08-29	[]	[]	['JERUSALEM']	set()	[]	[]	[]	[]	[]
Palestinians reopened their shops on Thursday at the end of a four-hour strike called by President Yasser Arafat to protest against Israel 's policy on Jewish settlements and Jerusalem , witnesses said .	['Yasser', 'Arafat']	['arafat']	['Yasser Arafat']	set()	['Yasserfa', 'Arafat']	['yasser arafat']	['Yasser', 'Arafat', 'Jerusalem']	['Yasser', 'Arafat']	['Yasser', 'Arafat', 'yasser', 'arafat']
Shopkeepers in Arab East Jerusalem rolled up their shutters some 10 minutes before the scheduled noon ( 0900 GMT ) end of the stoppage .	[]	[]	[]	set()	[]	[]	['GMT']	[]	[]
Palestinian leaders called the strike , the first in the West Bank and Gaza since 1994 , a warning signal that the peace process with Israel was in danger .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Witnesses said most shops were closed in towns and villages in the areas , with the exception of Hebron , a West Bank city still under Israeli occupation .	[]	[]	[]	set()	[]	[]	[]	[]	[]
U.S. wheat weekly export sales highlights - USDA .	[]	[]	[]	set()	[]	[]	[]	[]	[]
WASHINGTON 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
U.S. wheat major net sales activity in the week ended Aug 22 reported by exporters for the following purchasing countries , in tonnes :	[]	[]	[]	set()	[]	[]	[]	[]	[]
Net Sales : 1996/97 1997/98	[]	[]	[]	set()	[]	[]	[]	[]	[]
Egypt 199,900 Nil	[]	[]	[]	set()	[]	[]	['Nil']	['Nil']	[]
S. Korea 149,100-A	[]	[]	[]	set()	[]	[]	['Korea']	[]	[]
Japan 74,600	[]	[]	[]	set()	[]	[]	[]	[]	[]
China 55,000-B	[]	[]	[]	['china']	[]	[]	[]	[]	[]
Indonesia 55,000-B	[]	[]	[]	['indonesia']	[]	[]	[]	[]	[]
Unknown - 161,600	[]	[]	[]	set()	[]	[]	[]	[]	[]
A- includes 54,600 tonnes changed from unknown .	[]	[]	[]	set()	[]	[]	[]	[]	[]
B- reflects 55,000 tonnes changed from unknown .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Primary Export Destinations : Egypt , Morocco , S. Korea , Yemen , Pakistan , Mexico and China .	[]	[]	[]	['china']	[]	[]	['Egypt', 'Morocco']	[]	[]
Keane wins contract from ING units .	[]	[]	['Keane']	set()	[]	['keane']	[]	['Keane']	['keane']
BOSTON 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
Software services company Keane Inc said it had won a year 2000 compliance contract from Life Insurance Co of Georgia and Southland Life Insurance Co , both part of The Netherlands ' ING Group .	[]	['georgia']	[]	['georgia']	[]	[]	['Keane']	[]	[]
The company said in a statement late on Wednesday it would conduct an enterprise assessment and strategic compliance plan for preparing all the mainframe systems of Life of Georgia and Southland Life to operate in the new century .	[]	['georgia']	[]	['georgia']	[]	[]	[]	[]	[]
The project will be managed by Keane 's Atlanta office .	[]	['atlanta']	['Keane']	set()	[]	['keane']	['Keane', 'Atlanta']	['Keane']	['keane']
""" The client 's goal is to complete its year 2000 conversion activities by the end of 1997 , "" the statement said ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
-- New York newsroom , ( 212 ) 859-1610	[]	[]	[]	set()	[]	[]	[]	[]	[]
PRESS DIGEST - Wall Street Journal - Aug 29 .	[]	[]	[]	set()	[]	[]	[]	[]	[]
NEW YORK 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
The National Basketball Association has sued America Online Inc , alleging that the United States ' No 1 on-line service is delivering real-time information about league games without its permission , The Wall Street Journal reported on Thursday .	[]	[]	[]	set()	[]	[]	['Association']	[]	[]
"The suit was filed on Wednesday in federal court in Manhattan and is another legal skirmish over what constitutes a "" broadcast "" in the computer age ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
The suit contends America Online was misappropriating NBA property by providing a site containing continually updated scores and statistics of NBA games in progress .	[]	['progress']	[]	set()	[]	[]	[]	[]	[]
The newspaper also reported :	[]	[]	[]	set()	[]	[]	[]	[]	[]
* Baxter International Inc has reached an agreement to acquire Austria 's Immuno International AG in a complex deal valued at $ 715 miilion .	[]	[]	[]	set()	[]	[]	['Baxter', 'International']	[]	[]
* Boeing Co secures $ 5.5 billion in orders for new , larger 747s .	[]	[]	[]	set()	[]	[]	[]	[]	[]
* President Bill Clinton is expected to propose a tax break on home sales .	['Bill', 'Clinton']	[]	['Bill Clinton']	set()	['Bill', 'Clinton']	['bill clinton']	['Bill', 'Clinton']	['Bill', 'Clinton']	['Bill', 'bill']
* Philip Morris Cos Inc raises dividend 20 percent .	[]	[]	['Philip Morris']	set()	[]	[]	['Philip', 'Morris', 'Cos', 'Inc']	[]	[]
* Salomon Brothers Inc analyst is bullish on International Business Machines Corp .	[]	[]	[]	set()	[]	[]	['Salomon', 'Brothers']	[]	[]
* Sierra Semiconductor Corp puts modem chipset line up for sale and sets layoffs .	[]	['sierra']	[]	['sierra']	[]	[]	['Semiconductor']	[]	[]
* Red Lion Hotels Inc says it 's holding merger talks with Doubletree Corp .	[]	[]	[]	set()	[]	[]	[]	[]	[]
* GTE Corp , Baby Bells and their allies ready to launch challenge to telecommunications reform law .	[]	[]	[]	set()	[]	[]	[]	[]	[]
* Economists see second-quarter gross domestic product revised down 0.1 percentage point .	[]	[]	[]	set()	[]	[]	[]	[]	[]
* President Clinton proposes five-point plan to clean up toxic waste sites .	['Clinton']	[]	['Clinton']	set()	['Clinton']	['clinton']	['Clinton']	['Clinton']	['Clinton', 'clinton']
* Securities and Exchange Commission acts to improve stock-trade prices for investors .	[]	[]	[]	set()	[]	[]	[]	[]	[]
* H&R Block Inc delays spinoff of its stake in CompuServe Corp .	[]	[]	[]	set()	[]	[]	['H&R', 'Corp']	[]	[]
* Stock funds see cash pour in again in July .	[]	[]	[]	set()	[]	[]	[]	[]	[]
* The Federal Trade Commission and Justice Department issue new guidelines for formation of doctors ' networks .	[]	[]	[]	set()	[]	[]	[]	[]	[]
-- New York newsroom , ( 212 ) 859-1610	[]	[]	[]	set()	[]	[]	[]	[]	[]
Baker made secret trip to Syria in March 1995 .	['Baker']	[]	['Baker']	set()	['Baker']	['baker']	[]	['Baker']	['Baker', 'baker']
WASHINGTON 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
Former Secretary of State James Baker made a secret trip to Syria in March 1995 in an unsuccessful bid to break an impasse in negotiations between Syria and Israel , the Washington Post reported on Thursday .	['James', 'Baker']	['james']	['James', 'Baker']	set()	['James', 'Baker']	['james baker']	['State', 'James']	['James', 'Baker']	['James', 'james']
The paper said Baker declined to discuss the trip , but authorised an associate to confirm it took place and give an account of it .	['Baker']	[]	['Baker']	set()	['Baker']	['baker']	['Baker']	['Baker']	['Baker', 'baker']
News of the secret trip came after Baker trashed the Clinton administration at the Republican National Convention two weeks ago for its efforts to nudge Syria into peace with Israel .	['Baker', 'Clinton']	[]	['Baker', 'Clinton']	set()	['Baker', 'Clinton']	['baker', 'clinton']	[]	['Baker', 'Clinton']	['Baker', 'baker']
Baker made the March 1995 trip on the explicit understanding that it remain a secret , but after his speech at the GOP convention , Israel 's outgoing ambassador Itamar Rabinovich told a reporter about it , the Post said .	['Baker', 'Itamar', 'Rabinovich']	[]	['Baker', 'Itamar Rabinovich']	set()	['Baker', 'Itamar', 'Rabinovich']	['baker', 'itamar rabinovich']	['Itamar', 'Rabinovich']	['Baker', 'Itamar', 'Rabinovich']	['Rabinovich', 'Baker', 'Itamar', 'baker', 'itamar', 'rabinovich']
Baker was secretary of state in the Republican administration of President George Bush .	['Baker', 'George', 'Bush']	[]	['Baker', 'George Bush']	set()	['Baker', 'George', 'Bush']	['baker', 'george bush']	['George', 'Bush']	['Baker', 'George', 'Bush']	['Baker', 'George', 'baker', 'george']
Clinton wins Democratic re-nomination .	['Clinton']	[]	['Clinton']	set()	['Clinton']	['clinton']	['Clinton', 'Democratic']	['Clinton']	['Clinton', 'clinton']
CHICAGO 1996-08-28	[]	[]	[]	set()	[]	[]	[]	[]	[]
President Bill Clinton was formally nominated on Wednesday as the Democratic party candidate for a second four-year term in the White House .	['Bill', 'Clinton']	[]	['Bill Clinton']	set()	['Bill', 'Clinton']	['bill clinton']	['Bill', 'Clinton']	['Bill', 'Clinton']	['Bill', 'bill']
Clinton won the nomination in a traditional state-by-state roll call of votes at the party convention and will accept in a speech on Thursday .	['Clinton']	[]	['Clinton']	set()	['Clinton']	['clinton']	[]	['Clinton']	['Clinton', 'clinton']
He faces Republican challenger Bob Dole in the November 5 presidential election .	['Bob', 'Dole']	[]	['Bob Dole']	set()	['Bob', 'Dole']	['bob dole']	['Republican', 'Bob', 'Dole']	['Bob', 'Dole']	['Dole', 'Bob', 'bob', 'dole']
Beachcomber finds piece that could be TWA part .	[]	[]	['Beachcomber']	set()	[]	[]	[]	[]	[]
ATLANTIC HIGHLANDS , N.J. 1996-08-28	[]	[]	[]	set()	[]	['atlantic highlands']	[]	[]	[]
A foot-long piece of debris bearing markings from a commercial aircraft was found on the New Jersey shore and forwarded to TWA crash investigators in Long Island , officials said on Wednesday .	[]	['jersey', 'shore']	[]	set()	[]	[]	[]	[]	[]
A person walking on the shore at Island Beach State Park found the debris and alerted police who forwarded it to Long Island , New York , where the National Transportation Safety Board and the FBI are conducting an investigation .	[]	['shore']	[]	set()	[]	[]	[]	[]	[]
The TWA jet exploded in a deadly fireball last month , killing 230 people , crashing in the Atlantic Ocean at least 80 miles from where the debris was found Wednesday .	[]	['ocean']	[]	set()	[]	[]	[]	[]	[]
Several other items have been reported found along the New Jersey shore , most of it such personal items as wallets , shoes and jewelry .	[]	['jersey', 'shore']	[]	set()	[]	[]	[]	[]	[]
Investigators said they still do not have enough evidence to determine whether a bomb , a missile or mechanical failure caused the crash .	[]	[]	[]	set()	[]	[]	[]	[]	[]
FEATURE - Rich new detail on U.S. Civil War unearthed .	[]	[]	['FEATURE - Rich']	set()	[]	[]	['Civil', 'War']	[]	[]
Leila Corcoran	['Leila', 'Corcoran']	['leila']	['Leila Corcoran']	['leila']	['Leilarc', 'Corcoran']	['leila corcoran']	['Corcoran']	['Leila', 'Corcoran']	['Leila', 'Corcoran', 'leila', 'corcoran']
WASHINGTON 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
A freed black man writes to his still-enslaved wife , a mother pleads with Abraham Lincoln on behalf of her son and a maimed soldier poses for an official photograph in newly reopened records that bring the U.S. Civil War back to life .	['Abraham', 'Lincoln']	[]	['Abraham Lincoln']	set()	['Abraham', 'Lincoln']	['abraham lincoln']	['War']	['Abraham', 'Lincoln']	['Abraham', 'abraham']
Working in the basement of the National Archives , members of the Civil War Conservation Corps are organising the military records of volunteers who fought for the North so that they can be preserved on microfilm .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The faded documents have been stowed away in the Archives since it opened in 1935 and have rarely seen the light of day .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Each soldier 's file is a gold mine of information : enlistment papers , muster rolls , medical records , discharge certificates , letters and photographs .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Since the project began almost two years ago , corps volunteers have focused on African American troops , preparing records in time for the unveiling in Washington this year of a special memorial to black soldiers who fought in the war .	[]	[]	[]	set()	[]	[]	[]	[]	[]
More than 185,000 black soldiers fought and 37,000 died .	[]	[]	[]	set()	[]	[]	[]	[]	[]
"In one letter , a black soldier heading South wrote his wife , "" though great is the present national difficulties yet I look forward to a brighter day when I shall have the oportunity of seeing you in the full enjoyment of freedom ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" I would like to no ( sic ) if you are still in slavery if you are , it will not be long before we shall have crushed the system that now oppreses you for in the course of three months you shall have your liberty ."	[]	['liberty']	[]	set()	[]	[]	[]	[]	[]
"Great is the outpouring of the coloured people that is now rallying with the heart of lions against the very curse that has separated you and me . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
"In another letter dated January 1865 , a well-to-do Washington matron wrote to Lincoln to plead for her son , who faced a dishonourable discharge from the Army . """	['Lincoln']	[]	['Lincoln']	set()	['Lincoln']	['lincoln']	[]	['Lincoln']	['Lincoln', 'lincoln']
"James is a prisoner for a thoughtless act of folly , while those who have done nothing for the cause are free , "" she wrote ."	['James']	['james']	['James']	set()	['James']	[]	['James']	['James']	['James', 'james']
"Lincoln 's notation on the letter read : "" If his colonel will say in writing on this sheet he is willing to receive this man back to the regiment , I will pardon and send him . """	['Lincoln']	[]	['Lincoln']	set()	['Lincoln']	[]	[]	['Lincoln']	['Lincoln', 'lincoln']
The soldier was subsequently pardoned .	[]	[]	[]	set()	[]	[]	[]	[]	[]
While the letters speak to the anguish of separation , a photograph of a black amputee speaks to the terrible physical cost of the war .	[]	[]	[]	set()	[]	[]	[]	[]	[]
In a picture required for his military discharge , Pvt .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Lewis Martin , with haunted eyes , posed bare-chested to reveal his missing arm and leg , blown off during a battle at Petersburg , Virginia , in July 1864 .	['Lewis', 'Martin']	['virginia']	['Lewis Martin']	set()	['Lewis', 'Martin']	['lewis martin']	['Lewis', 'Martin']	['Lewis', 'Martin']	['Lewis', 'lewis']
The work on black troops has provided new insight into the rhythms of plantation talk and culture , said John Simon , professor of history at Southern Illinois University at Carbondale and editor of Gen .	['John', 'Simon']	[]	['John Simon', 'Gen']	set()	['John', 'Simon']	['john simon']	['John', 'Simon']	['John', 'Simon']	['John', 'john']
Ulysses Grant 's papers .	['Ulysses', 'Grant']	[]	"[""Ulysses Grant 's""]"	set()	['Ulysses', 'Grant']	"[""ulysses grant 's""]"	['Grant']	['Ulysses', 'Grant']	['Ulysses', 'ulysses']
""" These ( writings ) are not only poetic but a linguistic treasure trove ."	[]	['treasure']	[]	['treasure']	[]	[]	[]	[]	[]
"This is the first generation of African Americans that really can express itself without fear and punishment , "" Simon said ."	['Simon']	[]	['Simon']	set()	['Simon']	['simon']	['Simon']	['Simon']	['Simon', 'simon']
""" I think there 's probably a whole lot of material that would expand our understanding of the sociology of the war , "" said Edward Smith , director of American Studies at American University in Washington ."	['Edward', 'Smith']	[]	['Edward Smith']	set()	['Edward', 'Smith']	['edward smith']	[]	['Edward', 'Smith']	['Edward', 'edward']
The war between the North and South raged for nearly four years , claimed the lives of half a million Americans and forever seared the nation 's consciousness .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Southern records have already been preserved .	[]	[]	[]	set()	[]	[]	[]	[]	[]
They were put on microfilm about 30 years ago through a grant from the United Daughters of the Confederacy .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The Civil War Conservation Corps is mostly retirees joined by students during the school year .	[]	[]	[]	set()	[]	[]	['War', 'Corps']	[]	[]
Director Budge Weidman , who has shepherded the project from the beginning , predicts it will take up to a decade to complete .	['Budge', 'Weidman']	[]	['Budge Weidman']	set()	['Budgedman', 'Weidman']	['budge weidman']	[]	['Budge', 'Weidman']	['Budge', 'Weidman', 'budge', 'weidman']
The work was inspired by a National Park Service plan to put computer databases at Civil War battlefields across the country so that Americans might research their ancestors .	[]	[]	[]	set()	[]	[]	[]	[]	[]
The records also provide insight into medical thinking of the day .	[]	[]	[]	set()	[]	[]	[]	[]	[]
"One soldier was discharged because of "" mental incapacity and inebetude ( sic ) of the brain , alleged by the Patient to be connected with a fall on the head but believed to arise from long continued and excessive masturbation . """	[]	[]	[]	set()	[]	[]	[]	[]	[]
Clinton arrives in Chicago on day of re-nomination .	['Clinton']	[]	['Clinton']	set()	['Clinton']	['clinton']	['Clinton']	['Clinton']	['Clinton', 'clinton']
CHICAGO 1996-08-28	[]	[]	[]	set()	[]	[]	[]	[]	[]
President Bill Clinton arrived in Chicago on Wednesday as the Democratic convention prepared to re-nominate him for a second four-year term .	['Bill', 'Clinton']	[]	['Bill Clinton']	set()	['Bill', 'Clinton']	['bill clinton']	['Bill', 'Clinton']	['Bill', 'Clinton']	['Bill', 'bill']
Clinton flew in by helicopter from Michigan City , Indiana , after ending a four-day , 559-mile trip aboard a campaign train from Washington .	['Clinton']	['indiana']	['Clinton']	set()	['Clinton']	['clinton']	['Clinton', 'Michigan']	['Clinton']	['Clinton', 'clinton']
New bomb attacks on Corsica despite crackdown vow .	[]	[]	[]	set()	[]	[]	['Corsica']	[]	[]
Sylvie Florence	['Sylvie', 'Florence']	['florence', 'sylvie']	['Sylvie Florence']	['florence']	['Sylvie', 'Florence']	['sylvie florence']	[]	['Sylvie', 'Florence']	['Sylvie', 'sylvie']
AJACCIO , Corsica 1996-08-29	[]	[]	[]	set()	[]	[]	[]	[]	[]
Separatist guerrillas planted two bombs overnight at government offices on the French Mediterranean island of Corsica despite fresh warnings of a crackdown by Paris , police said on Thursday .	[]	['paris']	[]	['paris']	[]	[]	[]	[]	[]
In the latest in a wave of attacks , a two kg ( four lb ) bomb seriously damaged two floors of Agriculture Ministry offices located just 50 metres ( yards ) from a police station in the centre of the island capital Ajaccio .	[]	[]	[]	set()	[]	[]	['Ajaccio']	[]	[]
No one was hurt .	[]	[]	[]	set()	[]	[]	[]	[]	[]
A second device , packed with five kg ( 10 lbs ) of explosive , was defused before it could go off , police said .	[]	[]	[]	set()	[]	[]	[]	[]	[]
"The new attacks followed by a day a warning of a new "" get-tough "" policy by Paris toward the separatists , who seek greater autonomy ."	[]	['paris']	[]	['paris']	[]	[]	[]	[]	[]
"Interior Minister Jean-Louis Debre , under fire for staging secret talks with one of the largest of several rival underground nationalist groups , told the daily La Corse in a statement he had given "" firm orders "" to police to round up those responsible for the bombings and bring them to justice ."	['Jean-Louis', 'Debre']	['jean']	['Jean-Louis Debre']	['jean']	['Jean', '-', 'Louis', 'Debre']	['jean-louis debre']	['Jean']	['Jean', 'Louis', 'Debre']	['Debre', 'jean', 'louis', 'debre']
Judges on the island had accused Paris of taking a lax stance on guerrilla violence while conducting secret but widely-reported talks with separatists which have now failed .	[]	['paris']	[]	['paris']	[]	[]	['Judges']	[]	[]
The latest bombing , close on the heels of the new orders , brought charges that police were powerless .	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" No searches , no arrests , no police reinforcements visible on the island , despite the ministry 's promises , "" the daily France-Soir lamented ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" On the island , as at the Place Beauvau ( the Interior Ministry 's Paris address ) , people are well aware who is who and who is doing what ."	[]	['paris']	[]	['paris']	[]	[]	[]	[]	['va']
"It is time to end this nightly farce , "" said the pro-government daily Le Figaro in an editorial ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
No one immediately claimed responsibility for Thursday 's incidents , which brought to 23 the number of guerrilla attacks on the resort island since mid-August , when separatist guerrillas ended a shaky seven-month truce .	[]	[]	[]	set()	[]	[]	[]	[]	[]
Corsica has been racked by low-level separatist-inspired violence , principally directed against government targets , for two decades .	[]	[]	[]	set()	[]	[]	[]	[]	[]
"The daily Le Monde reported on Wednesday some separatist movements were considering taking their attacks to the French mainland on the principle that "" 300 grammes of explosives on the continent have more impact than 300 kilos in Corsica "" ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
The newspaper said separatists may take advantage of social unrest widely expected on the mainland in coming weeks over government austerity plans to stoke a popular backlash against the government .	[]	[]	[]	['may']	[]	[]	[]	[]	[]
Sweden 's OM to open London forest products bourse .	[]	[]	[]	['london']	[]	[]	[]	[]	[]
STOCKHOLM 1996-08-29	[]	[]	['STOCKHOLM']	set()	[]	[]	[]	[]	[]
Swedish options and derivatives exchange OM Gruppen AB said on Thursday it would open an electronic bourse for forest industry products in London in the first half of 1997 .	[]	[]	[]	['london']	[]	[]	[]	[]	[]
""" Together with subsidiaries OMLX , the London Securities & Derivatives Exchange and OM Stockholm , OM Gruppen will open an international electronic bourse for forest products in the first half of 1997 , "" OM Gruppen said in a statement ."	[]	[]	[]	['london']	[]	[]	['Derivatives']	[]	[]
The first commodity to be traded on the PULPEX bourse will be pulp , but OM said trade would be extended to include products such as timber , recycled paper and other paper qualities .	[]	[]	[]	set()	[]	[]	['PULPEX']	[]	[]
""" Through the establishment of PULPEX , London will have a commodities bourse for forest products which complements existing bourses for oil , metals and ' softs ' ( coffee , sugar and cocoa ) , "" OM said ."	[]	[]	[]	['london']	[]	[]	[]	[]	[]
PULPEX was the result of a three-year project run in cooperation between OM and representatives of the forest industry , the company said .	[]	[]	[]	set()	[]	[]	['PULPEX']	['PULPEX']	[]
Huge swings in the price of pulp over the past few years have made pulp producers ' profitability unpredictable , and made investing in new production capacity a risky business .	[]	[]	[]	set()	[]	[]	[]	[]	[]
""" Without the ability to hedge prices , changes in the world market price for pulp has had an immediate impact on players ' profitability , "" OM said ."	[]	[]	[]	set()	[]	[]	[]	[]	[]
It said global production of pulp amounted to around 200 million tonnes per year , of which around 20 percent or 40 million tonnes was sold on the spot market .	[]	[]	[]	set()	[]	[]	[]	[]	[]
At current prices , the value of this production was around $ 25 billion .	[]	[]	[]	set()	[]	[]	[]	[]	[]
