description	true_names
The president justified his proposal by the delays verified in the peace process including the fact that areas under Unita control or occupation have not been effectively demilitarised where the Unita military forces have been substituted by their so-called police . 	[]
- President Dos Santos proposes the establishment by UN Security Council of definitive and final timetable for the tasks and obligations under the Lusaka Agreement and the sending of a mission of SC as soon as possible to supervise the execution of the agreement . 	['Dos', 'Santos']
FORECAST - S.AFRICAN COMPANY RESULTS CONSENSUS . 	[]
JOHANNESBURG 1996-08-23 	[]
Analysts estimates of major 	[]
South African company results expected next week include the 	[]
following ( all figures cents per share ) : 	[]
DAY--COMPANY----PERIOD--CONSENSUS----RANGE-------PVS 	[]
MON Gencor YR EPS 93.12 92.0-94.5 73.8 	[]
MON Gencor YR DIV 25.75 25.0-27.0 20.0 	[]
MON Primedia YR EPS N / A 149.1 	[]
MON Primedia YR DIV N / A 123.2 	[]
MON Distillers YR EPS N / A 71.8 	[]
MON Distillers YR DIV N / A 49.0 	[]
TUE Iscor YR EPS 29.7 26.0-32.0 38.0 	[]
TUE Iscor YR DIV 15.0 14.5-16.5 16.5 	[]
TUE McCarthy YR EPS 125.3 112.0-149.0 93.2 	[]
TUE McCarthy YR DIV 36.8 32.0-43.0 28.0 	[]
WED Imphold YR EPS 172.7 170.4-175.0 115.1 	[]
WED Imphold YR DIV 67.5 66.6-68.4 45.0 	[]
THU M&R YR EPS 113.0 112.1-113.4 126.0 	[]
THU M&R YR DIV 31.7 10.5-42.3 47.0 	[]
THU JD Group YR EPS 143.7 138.0-149.0 111.2 	[]
THU JD Group YR DIV 41.8 41.0-42.5 33.0 	[]
ooOOoo 	[]
-- Johannesburg newsroom +27 11 482 1003 	[]
Ulster Petroleums Ltd Q2 net profit falls . 	[]
CALGARY 1996-08-23 	[]
1996 1995 	[]
Shr C$ 0.04 C$ 0.08 	[]
Net 	[]
Cash flow / shr 0.39 0.41 	[]
Revs 	[]
6 MONTHS 	[]
Shr C$ 0.12 C$ 0.15 	[]
Net 	[]
Cash flow / shr 0.86 0.81 	[]
Revs 	[]
( All data above 000s except per share numbers ) 	[]
-- Reuters Toronto Bureau 416 941-8100 	[]
Nigerian terms jeopardize Commonwealth trip-Canada . 	[]
OTTAWA 1996-08-23 	[]
Commonwealth ministers concerned about human rights in Nigeria may cancel a planned trip there because of government restrictions on their mission Canadian Foreign Minister Lloyd Axworthy said on Friday . 	['Lloyd', 'Axworthy']
""" The reaction of the regime there is such that many of us feel that the mission under the present circumstances should n't go ahead "" Axworthy said . "	['Axworthy']
Commonwealth foreign ministers will meet in London on Wednesday to discuss what to do he added . 	[]
Mid-tier golds up in heavy trading . 	[]
TORONTO 1996-08-23 	[]
Investors gave into gold fever Friday morning with heavy trading in a handful of Toronto-based gold companies . 	[]
TVX Gold Inc was up C$ 0.30 to C$ 11.55 in trading of shares while Kinross Gold Corp gained C$ 0.25 to C$ 11 in volume of shares . 	[]
And Scorpion Minerals Inc a junior gold exploration company with five Indonesian mining properties was up C$ 0.50 to C$ 6 with about shares changing hands . 	[]
TVX and Kinross rose after recent buy recommendations from U.S. brokers analysts said . 	[]
But Scorpion was raising a lot of eyebrows after it issued a release Friday morning saying it was not aware of any developments that could have affected the stock . 	[]
The company was formed this year and a couple of analysts have been on their properties said one analyst . 	[]
Exploration results are expected soon . 	[]
-- Reuters Toronto Bureau 416 941-8100 	[]
RESEARCH ALERT - Unitog Co upgraded . 	[]
- Barrington Research Associates Inc said Friday it upgraded Unitog Co to a near-term outperform from a long-term outperform rating . 	[]
- Analyst Alexander Paris said he expected consistent 20 percent earnings growth after an estimated gain of 18 percent for 1996 . 	['Alexander', 'Paris']
- The stock closed unchanged at 27 down from a recent high of 30 . 	[]
-- Chicago newsdesk 312-408-8787 	[]
Buffett raises Property Capital stake . 	['Buffett']
WASHINGTON 1996-08-23 	[]
Omaha billionaire Warren Buffett said Friday he raised his stake in Property Capital Trust to 8.0 percent from 6.7 percent . 	['Warren', 'Buffett']
In a filing with the Securities and Exchnage Commission Buffett said he bought additional common shares of the Boston-based real estate investment trust at prices ranging from $ 7.65 to $ 8.02 a share . 	['Buffett']
The purchases increased his holding in the company to shares which was purchased for a total of $ 6.2 million he said . 	[]
Buffett who is well-known as a long-term investor is chairman of Berkshire Hathaway Inc a holding company through which he holds investments in several large U.S. companies . 	['Buffett']
Colombia U.S. reach aviation agreement . 	[]
MIAMI 1996-08-23 	[]
The U.S. and Colombian governments reached an agreement that will allow AMR Corp 's American Airlines to operate three round-trip flights between New York and Bogota the Department of Transportation said Friday . 	[]
Under the agreement which followed talks in Miami this week AMR also will be allowed to shift up to four of the weekly flights it now operates between Miami and Colombia to its New York gateway . 	[]
The United States also will be able to designate one new all-cargo carrier for service between the two nations after two years . 	[]
Colombia was permitted to add a single additional round-trip flight to its current New York service although it will not be able to do so while under Category Two ( Conditional ) status under the Federal Aviation Administration 's International Aviation Safety program . 	[]
Colombia would be allowed to add new service when its safety assessment has been improved the department said . 	[]
With the exception of the new services just agreed to the governments of the two nations have agreed to maintain their current level of routes and airlines for the next 2-1/2 years the agreement said . 	[]
The agreement resolved a dispute that arose in June when Colombia turned down American 's request to operate flights between New York and Bogota a denial that prompted the United States to charge that the Colombians were breaking a bilateral aviation agreement and to propose sanctions against one of two Colombian airlines Avianca and ACES . 	[]
Clean tanker fixtures and enquiries - 1754 GMT . 	[]
LONDON 1996-08-23 	[]
LATEST FIXTURES 	[]
- MIDEAST GULF / RED SEA 	[]
Konpolis 75 1/9 Mideast / Indonesia W112.5 KPC . 	[]
TBN 30 6/9 Mideast / W.C. India W200 E.C.India W195 IOC . 	[]
- ASIA PACIFIC 	[]
Petrobulk Rainbow 28 24/8 Okinawa / Inchon $ Honam . 	[]
- MED / BLACK SEA 	[]
TBN 30 15/9 Constanza / Inia $ IOC . 	[]
- UK / CONT 	[]
Port Christine 3/9 Pembroke / US W145 Stentex . 	[]
- WESTERN HEMISPHERE 	[]
Kpaitan Stankov 69 31/8 St Croix / USAC W125 Hess . 	[]
AP Moller 30 31/8 Caribs / Japan $ BP . 	[]
Tiber 29 2/9 Caribs / options W265 Stinnes . 	[]
------------------------------------------------------------ 	[]
- MIDDAY FIXTURES 	[]
- MIDEAST GULF / RED SEA 	[]
Tenacity 70 24/08 Mideast / South Korea W145 Samsung . 	[]
SKS Tana 70 03/09 Mideast / Japan W145 CNR . 	[]
Northsea Chaser 55 12/09 Mideast / Japan W167.5 Jomo . 	[]
Sibonina 55 13/09 Red Sea / Japan W160 Marubeni . 	[]
- ASIA / PACIFIC 	[]
Neptune Crux 30 02/09 Singapore / options $ Sietco . 	[]
World Bridge 30 03/09 South Korea / Japan rnr CNR . 	[]
Fulmar 30 28/08 Ulsan / Yosu $ LG Caltex . 	[]
- MED / BLACK SEA 	[]
Hemina 33 05/09 Eleusis / UKCM W155 CNR . 	[]
-- London Newsroom +44 171 542 8980 	[]
CRICKET - PAKISTAN 229-1 V ENGLAND - close . 	[]
Saeed Anwar not out 116 	['Saeed', 'Anwar']
Aamir Sohail c Cork b Croft 46 	['Aamir', 'Sohail', 'Cork', 'Croft']
Ijaz Ahmed not out 58 	['Ijaz', 'Ahmed']
Extras 9 	[]
Fall of wicket - 1-106 	[]
To bat - Inzamam-ul-Haq Salim Malik Asif Mujtaba Wasim Akram Moin Khan Mushtaq Ahmed Waqar Younis Mohammad Akam 	['Inzamam-ul-Haq', 'Salim', 'Malik', 'Asif', 'Mujtaba', 'Wasim', 'Akram', 'Moin', 'Khan', 'Mushtaq', 'Ahmed', 'Waqar', 'Younis', 'Mohammad', 'Akam']
England 326 all out 	[]
RTRS - Golf : Norman sacks his coach after disappointing season . 	['Norman']
SYDNEY 1996-08-23 	[]
World number one golfer Greg Norman has sacked his coach Butch Harmon after a disappointing season . 	['Greg', 'Norman', 'Butch', 'Harmon']
""" Butch and I are finished "" Norman told reporters on Thursday before the start of the World Series of Golf in Akron Ohio . "	['Butch', 'Norman']
Norman a two-time British Open champion parted ways with his long-time mentor after drawing a blank in this year 's four majors winning two tournaments worldwide . 	['Norman']
The blonde Australian opened with a level par round of 70 in Akron leaving him four shots adrift of the leaders Americans Billy Mayfair and Paul Goydos and Japan 's Hidemichi Tanaki . 	['Billy', 'Mayfair', 'Paul', 'Goydos', 'Hidemichi', 'Tanaki']
On Wednesday Norman described this year as his worst on the professional circuit since 1991 when he failed to win a tournament . 	['Norman']
""" My application this year has been strange "" Norman said . "" "	['Norman']
"Maybe I have n't been as keyed up as I should have been . "" "	[]
""" Sometimes you do n't have it in your head to play . "	[]
"Maybe this was one of those years where I was there but I was n't 100 percent there and you have to be 100 percent to perform "" he said . "	[]
-- Sydney Newsroom 61-2 9373-1800 	[]
Soccer - Arab team breaks new ground in Israel . 	[]
Ori Lewis 	['Ori', 'Lewis']
TAIBE Israel 1996-08-23 	[]
For the first time in Israeli history an Arab team will take the field when the National League soccer season starts on Saturday . 	[]
Hapoel Taibe fields four Jewish players and two foreign imports -- a Pole and a Romanian . 	[]
The rest of the side is made up mainly of Moslem Arabs . 	[]
The club founded in 1961 has a loyal following in Taibe an Arab town of in the heart of Israel . 	[]
But away from their home ground they face unfriendly crowds who taunt the players with racist abuse . 	[]
""" The very first thing we thought about after we knew we would be promoted was the game against Betar Jerusalem "" said Taibe supporter Karem Haj Yihye . "	['Karem', 'Haj', 'Yihye']
Two weeks ago Taibe coached by Pole Wojtek Lazarek met Betar a club closely associated with the right-wing Likud party for the first time in a Cup match in Jerusalem . 	['Wojtek', 'Lazarek']
"Chants from the crowd of "" Death to the Arabs "" and bottle-throwing during the game marred the match which ended in a goalless draw . "	[]
One Taibe supporter required hospital treatment for cuts and bruises after a stone struck his head as he was driving from the stadium . 	[]
""" We 're used to hearing the taunts of "" Death to the Arabs ' "" said Sameh Haj Yihye a Taibe resident who studies at Jerusalem 's Hebrew University . "" "	['Sameh', 'Haj', 'Yihye']
"But we know that these are only words nobody has died from hearing them and it only makes us support our team more vehemently . "" "	[]
The dusty town of Taibe lacks the amenities of Jewish communities and many Israeli Arabs have long complained of state discrimination . 	[]
""" There are no parks or empty areas of land around here so when we want to play a friendly game of soccer we all load up in the car and travel to Tel Aviv "" 60 km ( 36 miles ) away Sameh Haj Yihye said . "	['Sameh', 'Haj', 'Yihye']
The town 's ramshackle ground is accessible only by two dirt tracks . 	[]
""" We plan to build a stadium but it may well be situated elsewhere "" said club chairman Abdul Rahman Haj Yihye . "" "	['Abdul', 'Rahman', 'Haj', 'Yihye']
"We will discuss this with the mayor and hopefully a new or refurbished ground will be completed by the start of the new year . "" "	[]
In the meantime Taibe will play all their heavily policed home matches at the Jewish coastal town of Netanya . 	[]
""" We are Israelis there is no question about that "" said Karem Haj Yihye a hotel waiter . "	['Karem', 'Haj', 'Yihye']
""" We do n't have any connection with the Palestinians they live over there "" he said pointing to the West Bank seven km ( four miles ) to the east . "	[]
""" We do n't feel our club represents Palestinian Arabs "" said club chairman Abdul Rahman . "" "	['Abdul', 'Rahman']
"We are trying to do all we can to run a professional outfit we are pleased at any support we get but do not go out looking to represent the whole Arab world . "" "	[]
Soccer - Kennedy and Phelan both out of Irish squad . 	['Kennedy', 'Phelan']
DUBLIN 1996-08-23 	[]
Two players have withdrawn from the Republic of Ireland squad for the 1998 World Cup qualifying match against Liechenstein on August 31 the Football Association of Ireland said in a statement on Friday . 	[]
The F.A.I. statement said that Liverpool striker Mark Kennedy and Chelsea defender Terry Phelan were both receiving treatment for injuries and would not be travelling to Liechenstein for the game . 	['Mark', 'Kennedy', 'Terry', 'Phelan']
No replacements had been named . 	[]
-- Damien Lynch Dublin Newsroom +353 1 6603377 	['Damien', 'Lynch']
Soccer - Manchester United face Juventus in Europe . 	[]
GENEVA 1996-08-23 	[]
European champions Juventus will face English league and cup double winners Manchester United in this season 's European Champions ' League . 	[]
The draw made on Friday pitted Juventus who beat Dutch champions Ajax Amsterdam 4-2 on penalties in last year 's final against Alex Ferguson 's European hopefuls in group C . 	['Alex', 'Ferguson']
The other two teams in the group are last season 's Cup Winners ' Cup runners-up Rapid Vienna and Fenerbahce of Turkey . 	[]
Juventus meet United in Turin on September 11 with the return match at Old Trafford on November 20 . 	[]
United have dominated the premier league in the 1990s winning three English championships in four years but have consistently failed in Europe crashing out of the European Cup to Galatasaray of Turkey and Spain 's Barcelona at their last two attempts . 	[]
They have not lifted a European Trophy since 1991 when they beat Barcelona in the Cup Winners ' Cup final and their one and only European Cup triumph was way back in 1968 when they beat Benfica of Portugal 4-1 at Wembley . 	[]
Juventus have won the European Cup twice . 	[]
Before conquering Ajax last year they beat United 's big English rivals Liverpool in the ill-fated 1985 final in the Heysel stadium in Brussels . 	[]
Nigeria police kill six robbery suspects . 	[]
LAGOS 1996-08-23 	[]
Nigerian police shot dead six robbery suspects as they tried to escape from custody in the northern city of Sokoto the national news agency reported on Friday . 	[]
The News Agency of Nigeria ( NAN ) quoted police spokesman Umar Shelling as saying the six were killed on Wednesday . 	['Umar', 'Shelling']
They had been arrested last week for stealing naira ( $ ) from a sheep merchant . 	[]
Rwandan group says expulsion could be imminent . 	[]
NAIROBI 1996-08-23 	[]
Repatriation of 1.1 million Rwandan Hutu refugees announced by Zaire and Rwanda on Thursday could start within the next few days an exiled Rwandan Hutu lobby group said on Friday . 	[]
"Innocent Butare executive secretary of the Rally for the Return of Refugees and Democracy in Rwanda ( RDR ) which says it has the support of Rwanda 's exiled Hutus appealed to the international community to deter the two countries from going ahead with what it termed a "" forced and inhuman action "" . "	['Innocent', 'Butare']
Orthodox church blown up in southern Croatia . 	[]
ZAGREB 1996-08-23 	[]
Saboteurs blew up a Serb orthodox church in southern Croatia on Friday with a blast which also damaged four nearby homes the state news agency Hina reported . 	[]
HINA said the church in the small village of Karin Gornji 30 km ( 19 miles ) north of Zadar was destroyed by the morning attack . 	[]
It did not report any casualties . 	[]
Zadar police said in a statement they had launched an investigation and were doing their best to find the perpetrators . 	[]
HINA said it was the first time an orthodox church had been blown up in the Zadar hinterland where a large number of Serbs lived before the 1991 war over Croatia 's independence from the Yugoslav federation . 	[]
The area was part of the self-styled state of Krajina proclaimed by minority Serbs in 1991 and recaptured by the Croatian army last year . 	[]
Up to Serbs fled to Bosnia and Yugoslavia leaving Krajina vacant and depopulated . 	[]
Hungary 's gross foreign debt rises in June . 	[]
BUDAPEST 1996-08-23 	[]
Hungary 's gross foreign debt rose to $ 27.53 billion in June from $ 27.25 billion in May the 	[]
National Bank of Hungary ( NBH ) said on Friday . 	[]
FIGURES IN $ MILLION June 1996 May 1996 	[]
Gross foreign debt 	[]
International reserves and 	[]
other foreign assets 	[]
Net foreign debt 	[]
Net foreign debt of the 	[]
government and NBH 	[]
-- Budapest newsroom ( 36 1 ) 266 2410 	[]
Germany Poland tighten cooperation against crime . 	[]
WARSAW 1996-08-23 	[]
Germany and Poland agreed on Friday to tighten cooperation between their intelligence services in fighting international organised crime PAP news agency reported . 	[]
Interior Minister Zbigniew Siemiatkowski and Bernd Schmidbauer German intelligence co-ordinator in Helmut Kohl 's chancellery sealed the closer links during talks in Warsaw . 	['Zbigniew', 'Siemiatkowski', 'Bernd', 'Schmidbauer', 'Helmut', 'Kohl']
Ministry spokesman Ryszard Hincza told the Polish agency the services would work together against mafia-style groups drug smuggling and illegal trade in arms and radioactive materials . 	['Ryszard', 'Hincza']
Russians Chechens say observing Grozny ceasefire . 	[]
GROZNY Russia 1996-08-23 	[]
Rebel fighters and Russian soldiers said a ceasefire effective at noon ( 0800 GMT ) on Friday was being generally observed although scattered gunfire echoed through the Chechen capital Grozny . 	[]
The Russian army said earlier it was preparing to withdraw from the rebel-dominated southern mountains of the region as part of the peace deal reached with separatists on Thursday . 	[]
""" There has been some shooting from their side but it has been relatively quiet "" said fighter Aslan Shabazov a bearded man wearing a white t-shirt and camoflage trousers . "	['Aslan', 'Shabazov']
Soon after he spoke another burst of gunfire rocked the courtyard where the rebels had set up their base and a captured Russian T-72 tank roared out to investigate . 	[]
The separatists who swept into Grozny on August 6 still control large areas of the centre of town and Russian soldiers are based at checkpoints on the approach roads . 	[]
""" The ceasefire is being observed "" said woman soldier Svetlana Goncharova 35 short dark hair poking out from under a peaked camouflage cap . "	['Svetlana', 'Goncharova']
A few helicopters flew overhead firing off flares but there was no shooting from the air . 	[]
The truce the latest of several was agreed in talks on Thursday between Russian peacemaker Alexander Lebed and rebel chief-of-staff Aslan Maskhadov . 	['Alexander', 'Lebed', 'Aslan', 'Maskhadov']
The two also agreed to set up joint patrols in Grozny but Goncharova said she was sceptical about whether this could work . 	['Goncharova']
""" We have to try it but I doubt if this is possible with the separatists "" she said . "	[]
WEATHER - Conditions at CIS airports - August 23 . 	[]
MOSCOW 1996-08-23 	[]
No closures of airports in the Commonwealth of Independent States are expected on August 24 and August 25 the Russian Weather Service said on Friday . 	[]
-- Moscow Newsroom +7095 941 8520 	[]
Granic arrives to sign Croatia-Yugoslavia treaty . 	['Granic']
BELGRADE 1996-08-23 	[]
Yugoslavia and Croatia were poised on Friday to sign a landmark normalisation treaty ending five years of tensions and paving way for stabilisation in the Balkans . 	[]
Croatian Foreign Minister Mate Granic landed at Belgrade airport aboard a Croatian government jet on Friday morning for talks with his Yugoslav counterparts and a signing ceremony expected around noon ( 1000 GMT ) . 	['Mate', 'Granic']
On Thursday the Yugoslav government endorsed the text of the agreement on normalising relations between the two countries the Yugoslav news agency Tanjug said . 	[]
""" The government assessed the agreement as a crucial step to resolving the Yugoslav crisis ensuring the restoration of peace in former Yugoslavia "" it said . "	[]
Last-minute talks this week on the legal fine print finally cleared the way for a treaty based on mutual recognition within internationally recognised borders and the establishment of diplomatic relations diplomats said . 	[]
The pact ends five years of hostility after Croatia 's secession from federal Yugoslavia . 	[]
Western powers regard diplomatic normalisation between Croatia and Serbia twin pillars of the old multinational federal Yugoslavia as a crucial step towards a lasting peace in the Balkans . 	[]
Ecuador president to lunch with ethnic Indians . 	[]
QUITO Ecuador 1996-08-23 	[]
Ecuador 's President Abdala Bucaram has announced he will hold regular lunches in his presidential palace for members of the country 's different ethnic groups as of next week . 	['Abdala', 'Bucaram']
""" It was about time for the Indians the blacks and the mixed-bloods to begin eating in the palace with their president because this is not a palace exclusively for the potentates and ambassadors and protocol "" Bucaram said late on Thursday . "	['Bucaram']
""" In these weekly lunches we are going to get to know the problems of the Indian mixed-race black and peasant sectors "" he said . "	[]
He has invited 35 Indian leaders to lunch next Tuesday . 	[]
Bucaram who was elected on a populist platform last month also plans to create a ministry for ethnic cultures . 	['Bucaram']
The Andean nation 's population of 11.4 million is 47 percent indigenous . 	[]
Brazil to use hovercrafts for Amazon travel . 	[]
BRASILIA 1996-08-22 	[]
Hovercrafts will soon be plying the waters of the Amazon in a bid to reduce the difficulties of transportation on the vast Brazilian waterway the government said on Thursday . 	[]
Two Russian-built hovercrafts capable of carrying up to 50 tons each will begin ferrying passengers and cargo up and down the huge river from its mouth at Belem by the end of the year Brazil 's Amazon Affairs Department said in a statement . 	[]
The use of riverways in the region has been made a priority under a government plan for the Amazon and the high-speed hovercraft will help reduce the time involved in travelling often massive distances it said . 	[]
HK 's Tsang to visit Indonesia New Zealand . 	['Tsang']
HONG KONG 1996-08-23 	[]
Hong Kong Financial Secretary Donald Tsang will visit Indonesia and New Zealand from August 25 to 31 the government said on Friday . 	['Donald', 'Tsang']
In Jakarta Tsang will meet President Suharto Minister of Finance Mar'ie Muhammad Minister of Foreign Affairs Ali Alatas and Minister of Trade and Industry Tungky Ariwibowo . 	"['Tsang', 'Suharto', ""Mar'ie"", 'Muhammad', 'Ali', 'Alatas', 'Tungky', 'Ariwibowo']"
On his New Zealand leg from August 29 Tsang will meet Prime Minister Jim Bolger Deputy Prime Minister Don McKinnon and Minister of Finance Bill Birch . 	['Tsang', 'Jim', 'Bolger', 'Don', 'McKinnon', 'Bill', 'Birch']
Jordan expels Iraqi diplomat after bread riots . 	[]
Rana Sabbagh 	['Rana', 'Sabbagh']
AMMAN 1996-08-23 	[]
Jordan which has blamed Iraq for bread riots last week has asked an Iraqi diplomat to leave official and diplomatic sources said on Friday . 	[]
The main Friday prayers in southern Jordan that were the starting point for the riots a week ago passed peacefully under tight security imposed by the army with only brief demonstrations reported . 	[]
"Adel Ibrahim the Iraqi embassy 's press attache was asked to leave "" because he was carrying out duties incompatible with diplomatic norms "" one source told Reuters implying he was accused of spying . "	['Adel', 'Ibrahim']
"Ibrahim told Reuters by telephone from his embassy office in Amman that he "" had not been notified "" of any explusion order . "	['Ibrahim']
The government declined official comment . 	[]
Ibrahim 's assistant Hussein Khalaf was expelled earlier this year for similar reasons amid rising tension in bilateral ties after King Hussein began calling for change in Baghdad following top Iraqi defections in August 1995 . 	['Ibrahim', 'Hussein', 'Khalaf', 'Hussein']
Iraq retaliated then by expelling a junior administrator working in the Jordanian embassy in Baghdad but has continued its policy of trying to avoid public conflicts with Jordan -- its only secure route to the rest of the world . 	[]
Jordan has accused Iraq and a local pro-Baghdad party for the country 's worst unrest in seven years which erupted after it almost doubled the prices of bread last week under radical economic reforms agreed with the International Monetary Fund . 	[]
In Karak where two days of riots flared last Friday a few hundred young men lingered outside Omari mosque on leaving shouting slogans for about 15 minutes . 	[]
""" Disperse abstain from forming groups and help maintain order "" army officers who has enforced a loose curfew since the riots told the crowd through loudspeakers . "	[]
"The men shouted "" Allahu Akbar "" ( God is Greatest ) as a former Islamist deputy Ahmed Kafawin told soldiers the crowd would not cause trouble . "	['Allahu', 'God', 'Ahmed', 'Kafawin']
He had earlier mounted the mosque 's pulpit to demand release of detainees an end to raids on houses and the cancelling of the bread price rises . 	[]
Armoured cars had patrolled streets in Karak traditional bastion of communist ideology and Baath socialism that swept the region in the 1950s and guarded entrances to the hill-top city famed for its Crusader castle before the prayers . 	[]
There was also heavy security in the crowded centre of Amman where smaller clashes had erupted last Saturday but Friday prayers at the main mosque ended quietly as police in full riot gear looked on . 	[]
The Jordanian Arab Socialist Baath Party which has one deputy in the 80-seat lower house of parliament has denied involvement in unrest which it blamed on government policies and rising economic hardship . 	[]
Government attempts to link the rioting to foreign influence has been treated with derision by those in the streets who blame the protests on severe economic hardships . 	[]
Turkey says killed 17 Kurd rebels in clashes . 	[]
ANKARA 1996-08-23 	[]
Turkish troops have killed 17 Kurdish rebels in recent clashes in the southeast of the country the state-run Anatolian news agency said on Friday . 	[]
Two security officials and two state-paid village guards were killed in the fighting with Kurdistan Workers Party ( PKK ) guerrillas the agency quoted the emergency rule governor 's office as saying . 	[]
Eight of the rebels were killed in Van province five in Sirnak and four in Hakkari . 	[]
The agency did not say when the clashes took place . 	[]
More than people have died in the PKK 's 12-year-old fight for independence or autonomy in southeastern Turkey . 	[]
Three people including two village guards died when a mine planted by PKK rebels exploded on a road in the southeast Anatolian reported earlier . 	[]
It said a taxi carrying the guards members of a mostly Kurdish militia which fights the PKK hit the mine in the province of Diyarbakir . 	[]
U.S. says Iraqi Kurds agree ceasefire . 	[]
WASHINGTON 1996-08-23 	[]
Leaders of Iraq 's two main Kurdish factions agreed on Friday to end six days of fighting and to attend U.S.-mediated peace talks next month the State Department said . 	[]
Spokesman Glyn Davies said in a statement that the agreement followed direct U.S. contacts with Massoud Barzani leader of the Kurdistan Democratic Party ( KDP ) and Jalal Talabani leader of the Patriotic Union of Kurdistan ( PUK ) . 	['Glyn', 'Davies', 'Massoud', 'Barzani', 'Jalal', 'Talabani']
"Davies said the two leaders "" have agreed to cease the fighting ( and ) return their forces to the positions held before the current fighting began "" on August 17 . "	['Davies']
"He did not give a specific time for the ceasefire but said the United States looked forward to "" immediate implementation "" . "	[]
"The two party leaders had also agreed to meet U.S. Assistant Secretary for Near Eastern Affairs Robert Pelletreau in September "" to solidify the cease-fire and to pursue reconciliation "" Davies said . "	['Robert', 'Pelletreau', 'Davies']
His statement gave no venue or precise date for the meeting . 	[]
The United States has already called on the Kurdish factions to hold peace talks in London . 	[]
The KDP said Thursday night it had repelled an attack by thousands of PUK fighters killing wounding or capturing about 400 opposing guerrillas . 	[]
The fighting has threatened a U.S.-led peace plan to unite the mountainous Kurdish region in northern Iraq against President Saddam Hussein . 	['Saddam', 'Hussein']
One teen left dead by attack on U.S. slumber party . 	[]
CHESAPEAKE Va . 	[]
1996-08-23 	[]
A knife-wielding neighbour apparently intent on sexual assault invaded a teenage slumber party on Friday killing one girl and wounding three others police said . 	[]
At about 4 a.m. EDT ( 0800 GMT ) a group of teenaged girls were having the overnight party in the Camelot subdivision of this eastern Virginia city when a man entered the house wielding a knife threatening to sexually assault the girls . 	[]
Detective Richard Black of the Chesapeake Police Department said a neighbour Curtis Lee White II 19 was arrested in the attack but had not been charged by late morning on Friday . 	['Richard', 'Black', 'Curtis', 'Lee', 'White', 'II']
There were apparently no adults at the party as the father of the family who lived in the house was out of town and the mother died more than a year ago Black said . 	['Black']
The detective said details were sketchy but two of the teenagers were reportedly downstairs watching television when White allegedly entered the house and told the girls to take off their clothes . 	['White']
He said a male teenager sleeping upstairs reportedly heard the commotion and came downstairs and confronted White who allegedly stabbed him more than once . 	['White']
The other teenagers also confronted the assailant and three girls all under 18 were stabbed one fatally . 	[]
""" At least two of them were sexually molested "" Black said . "	['Black']
He said all of the wounded teenagers were taken to a hospital but none of the injuries were considered life-threatening . 	[]
Police said the girl who died was identified as Michelle Harper . 	['Michelle', 'Harper']
Her age was not given . 	[]
Glickman says USDA monitoring aflatoxin in Texas . 	['Glickman']
WASHINGTON 1996-08-23 	[]
Agriculture Secretary Dan Glickman said the department was monitoring reports of aflatoxin found in corn in parts of Texas . 	['Dan', 'Glickman']
""" We 're always concerned about aflatoxin but we 're on top of it "" Glickman told reporters after addressing a USDA-sponsored farmers ' market . "	['Glickman']
""" That 's a perennial problem . "	[]
"It may be a little more problematic because of cold wet conditions but we 're on top of it "" the secretary said . "	[]
"Asked about reports Egypt has set new levels for a vomitoxin in its purchase of U.S. wheat the secretary said "" I do n't know anything about it "" but added that USDA officials were "" looking at it . "" "	[]
Mass . 	[]
governor has trouble winning home support . 	[]
BOSTON 1996-08-23 	[]
The 12-year-old daughter of Republican Gov . 	[]
William Weld is working to stop his bid to win a U.S. Senate seat because she does n't want to leave Massachusetts . 	['William', 'Weld']
"Weld conceded his 12-year-old daughter Franny is "" a foot soldier "" for Democratic incumbent Sen . "	['Weld', 'Franny']
John Kerry even though she is n't old enough to vote . 	['John', 'Kerry']
Weld speaking on WBUR-FM radio on Thursday said he was facing a revolt from his daughter in part because she does not want to leave Cambridge Massachusetts and move to Washington . 	['Weld']
He also said Franny Weld 's best friend Tracy Roosevelt might have something to do with her politics . 	['Franny', 'Weld', 'Tracy', 'Roosevelt']
Tracy is the great-granddaughter of Democratic former President Franklin Roosevelt and support for Democrats runs in the family . 	['Tracy']
The Roosevelts are good friends of Weld and his wife Susan Roosevelt Weld a descendant of former President Theodore Roosevelt who won the presidency as a Republican . 	['Roosevelts', 'Weld', 'Susan', 'Roosevelt', 'Weld', 'Theodore', 'Roosevelt']
Lufthansa cargo Q2 load factor up 1.7 pct . 	[]
FRANKFURT 1996-08-23 	[]
The following table shows Lufthansa Cargo AG second quarter 1996 results based on figures published by Deutsche Lufthansa AG in-house newspaper 	[]
Lufthanseat . 	[]
Available freight-tonne kilometres ( million ) up 4 pct 	[]
Revenue freight-tonne kilometres ( million ) up 7 pct 	[]
Freight load factor 67.0 up 1.7 pct pts 	[]
Revenue from transport ( Dm million ) 820 up 2 pct 	[]
Revenue from other services ( Dm million ) 14 down 26 pct 	[]
Staff costs ( Dm million ) 116 up 8 pct 	[]
Fuel costs ( Dm million ) 69 up 20 pct 	[]
Flight-related fees ( Dm million ) 125 up 17 pct 	[]
- Air Cargo Newsroom Tel+44 171 542 7706 Fax+44 171 542 5017 	[]
WSC-India Rice Weather Aug 23 . 	[]
