Peter I-PER
on 0
Wednesday 0
. 0

They 0
had 0
been 0
arrested 0
last 0
week 0
for 0
stealing 0
naira 0
( 0
$ 0
) 0
from 0
a 0
sheep 0
merchant 0
. 0

Rwandan 0
group 0
says 0
expulsion 0
could 0
be 0
imminent 0
. 0

NAIROBI 0
1996-08-23 0

Repatriation 0
of 0
1.1 0
million 0
Rwandan 0
Hutu 0
refugees 0
announced 0
by 0
Zaire 0
and 0
Rwanda 0
on 0
Thursday 0
could 0
start 0
within 0
the 0
next 0
few 0
days 0
an 0
exiled 0
Rwandan 0
Hutu 0
lobby 0
group 0
said 0
on 0
Friday 0
. 0

Innocent I-PER
Butare I-PER
executive 0
secretary 0
of 0
the 0
Rally 0
for 0
the 0
Return 0
of 0
Refugees 0
and 0
Democracy 0
in 0
Rwanda 0
( 0
RDR 0
) 0
which 0
says 0
it 0
has 0
the 0
support 0
of 0
Rwanda 0
's 0
exiled 0
Hutus 0
appealed 0
to 0
the 0
international 0
community 0
to 0
deter 0
the 0
two 0
countries 0
from 0
going 0
ahead 0
with 0
what 0
it 0
termed 0
a 0
" 0
forced 0
and 0
inhuman 0
action 0
" 0
. 0

Orthodox 0
church 0
blown 0
up 0
in 0
southern 0
Croatia 0
. 0

ZAGREB 0
1996-08-23 0

Saboteurs 0
blew 0
up 0
a 0
Serb 0
orthodox 0
church 0
in 0
southern 0
Croatia 0
on 0
Friday 0
with 0
a 0
blast 0
which 0
also 0
damaged 0
four 0
nearby 0
homes 0
the 0
state 0
news 0
agency 0
Hina 0
reported 0
. 0

HINA 0
said 0
the 0
church 0
in 0
the 0
small 0
village 0
of 0
Karin 0
Gornji 0
30 0
km 0
( 0
19 0
miles 0
) 0
north 0
of 0
Zadar 0
was 0
destroyed 0
by 0
the 0
morning 0
attack 0
. 0

It 0
did 0
not 0
report 0
any 0
casualties 0
. 0

Zadar 0
police 0
said 0
in 0
a 0
statement 0
they 0
had 0
launched 0
an 0
investigation 0
and 0
were 0
doing 0
their 0
best 0
to 0
find 0
the 0
perpetrators 0
. 0

HINA 0
said 0
it 0
was 0
the 0
first 0
time 0
an 0
orthodox 0
church 0
had 0
been 0
blown 0
up 0
in 0
the 0
Zadar 0
hinterland 0
where 0
a 0
large 0
number 0
of 0
Serbs 0
lived 0
before 0
the 0
1991 0
war 0
over 0
Croatia 0
's 0
independence 0
from 0
the 0
Yugoslav 0
federation 0
. 0

The 0
area 0
was 0
part 0
of 0
the 0
self-styled 0
state 0
of 0
Krajina 0
proclaimed 0
by 0
minority 0
Serbs 0
in 0
1991 0
and 0
recaptured 0
by 0
the 0
Croatian 0
army 0
last 0
year 0
. 0

Up 0
to 0
Serbs 0
fled 0
to 0
Bosnia 0
and 0
Yugoslavia 0
leaving 0
Krajina 0
vacant 0
and 0
depopulated 0
. 0

Hungary 0
's 0
gross 0
foreign 0
debt 0
rises 0
in 0
June 0
. 0

BUDAPEST 0
1996-08-23 0

Hungary 0
's 0
gross 0
foreign 0
debt 0
rose 0
to 0
$ 0
27.53 0
billion 0
in 0
June 0
from 0
$ 0
27.25 0
billion 0
in 0
May 0
the 0

National 0
Bank 0
of 0
Hungary 0
( 0
NBH 0
) 0
said 0
on 0
Friday 0
. 0

FIGURES 0
IN 0
$ 0
MILLION 0
June 0
1996 0
May 0
1996 0

Gross 0
foreign 0
debt 0

International 0
reserves 0
and 0

other 0
foreign 0
assets 0

Net 0
foreign 0
debt 0

Net 0
foreign 0
debt 0
of 0
the 0

government 0
and 0
NBH 0

-- 0
Budapest 0
newsroom 0
( 0
36 0
1 0
) 0
266 0
2410 0

Germany 0
Poland 0
tighten 0
cooperation 0
against 0
crime 0
. 0

WARSAW 0
1996-08-23 0

Germany 0
and 0
Poland 0
agreed 0
on 0
Friday 0
to 0
tighten 0
cooperation 0
between 0
their 0
intelligence 0
services 0
in 0
fighting 0
international 0
organised 0
crime 0
PAP 0
news 0
agency 0
reported 0
. 0

Interior 0
Minister 0
Zbigniew I-PER
Siemiatkowski I-PER
and 0
Bernd I-PER
Schmidbauer I-PER
German 0
intelligence 0
co-ordinator 0
in 0
Helmut I-PER
Kohl I-PER
's 0
chancellery 0
sealed 0
the 0
closer 0
links 0
during 0
talks 0
in 0
Warsaw 0
. 0

Ministry 0
spokesman 0
Ryszard I-PER
Hincza I-PER
told 0
the 0
Polish 0
agency 0
the 0
services 0
would 0
work 0
together 0
against 0
mafia-style 0
groups 0
drug 0
smuggling 0
and 0
illegal 0
trade 0
in 0
arms 0
and 0
radioactive 0
materials 0
. 0

Russians 0
Chechens 0
say 0
observing 0
Grozny 0
ceasefire 0
. 0

GROZNY 0
Russia 0
1996-08-23 0

Rebel 0
fighters 0
and 0
Russian 0
soldiers 0
said 0
a 0
ceasefire 0
effective 0
at 0
noon 0
( 0
0800 0
GMT 0
) 0
on 0
Friday 0
was 0
being 0
generally 0
observed 0
although 0
scattered 0
gunfire 0
echoed 0
through 0
the 0
Chechen 0
capital 0
Grozny 0
. 0

The 0
Russian 0
army 0
said 0
earlier 0
it 0
was 0
preparing 0
to 0
withdraw 0
from 0
the 0
rebel-dominated 0
southern 0
mountains 0
of 0
the 0
region 0
as 0
part 0
of 0
the 0
peace 0
deal 0
reached 0
with 0
separatists 0
on 0
Thursday 0
. 0

" 0
There 0
has 0
been 0
some 0
shooting 0
from 0
their 0
side 0
but 0
it 0
has 0
been 0
relatively 0
quiet 0
" 0
said 0
fighter 0
Aslan I-PER
Shabazov I-PER
a 0
bearded 0
man 0
wearing 0
a 0
white 0
t-shirt 0
and 0
camoflage 0
trousers 0
. 0

Soon 0
after 0
he 0
spoke 0
another 0
burst 0
of 0
gunfire 0
rocked 0
the 0
courtyard 0
where 0
the 0
rebels 0
had 0
set 0
up 0
their 0
base 0
and 0
a 0
captured 0
Russian 0
T-72 0
tank 0
roared 0
out 0
to 0
investigate 0
. 0

The 0
separatists 0
who 0
swept 0
into 0
Grozny 0
on 0
August 0
6 0
still 0
control 0
large 0
areas 0
of 0
the 0
centre 0
of 0
town 0
and 0
Russian 0
soldiers 0
are 0
based 0
at 0
checkpoints 0
on 0
the 0
approach 0
roads 0
. 0

" 0
The 0
ceasefire 0
is 0
being 0
observed 0
" 0
said 0
woman 0
soldier 0
Svetlana I-PER
Goncharova I-PER
35 0
short 0
dark 0
hair 0
poking 0
out 0
from 0
under 0
a 0
peaked 0
camouflage 0
cap 0
. 0

A 0
few 0
helicopters 0
flew 0
overhead 0
firing 0
off 0
flares 0
but 0
there 0
was 0
no 0
shooting 0
from 0
the 0
air 0
. 0

The 0
truce 0
the 0
latest 0
of 0
several 0
was 0
agreed 0
in 0
talks 0
on 0
Thursday 0
between 0
Russian 0
peacemaker 0
Alexander I-PER
Lebed I-PER
and 0
rebel 0
chief-of-staff 0
Aslan I-PER
Maskhadov I-PER
. 0

The 0
two 0
also 0
agreed 0
to 0
set 0
up 0
joint 0
patrols 0
in 0
Grozny 0
but 0
Goncharova I-PER
said 0
she 0
was 0
sceptical 0
about 0
whether 0
this 0
could 0
work 0
. 0

" 0
We 0
have 0
to 0
try 0
it 0
but 0
I 0
doubt 0
if 0
this 0
is 0
possible 0
with 0
the 0
separatists 0
" 0
she 0
said 0
. 0

WEATHER 0
- 0
Conditions 0
at 0
CIS 0
airports 0
- 0
August 0
23 0
. 0

MOSCOW 0
1996-08-23 0

No 0
closures 0
of 0
airports 0
in 0
the 0
Commonwealth 0
of 0
Independent 0
States 0
are 0
expected 0
on 0
August 0
24 0
and 0
August 0
25 0
the 0
Russian 0
Weather 0
Service 0
said 0
on 0
Friday 0
. 0

-- 0
Moscow 0
Newsroom 0
+7095 0
941 0
8520 0

Granic I-PER
arrives 0
to 0
sign 0
Croatia-Yugoslavia 0
treaty 0
. 0

BELGRADE 0
1996-08-23 0

Yugoslavia 0
and 0
Croatia 0
were 0
poised 0
on 0
Friday 0
to 0
sign 0
a 0
landmark 0
normalisation 0
treaty 0
ending 0
five 0
years 0
of 0
tensions 0
and 0
paving 0
way 0
for 0
stabilisation 0
in 0
the 0
Balkans 0
. 0

Croatian 0
Foreign 0
Minister 0
Mate I-PER
Granic I-PER
landed 0
at 0
Belgrade 0
airport 0
aboard 0
a 0
Croatian 0
government 0
jet 0
on 0
Friday 0
morning 0
for 0
talks 0
with 0
his 0
Yugoslav 0
counterparts 0
and 0
a 0
signing 0
ceremony 0
expected 0
around 0
noon 0
( 0
1000 0
GMT 0
) 0
. 0

On 0
Thursday 0
the 0
Yugoslav 0
government 0
endorsed 0
the 0
text 0
of 0
the 0
agreement 0
on 0
normalising 0
relations 0
between 0
the 0
two 0
countries 0
the 0
Yugoslav 0
news 0
agency 0
Tanjug 0
said 0
. 0

" 0
The 0
government 0
assessed 0
the 0
agreement 0
as 0
a 0
crucial 0
step 0
to 0
resolving 0
the 0
Yugoslav 0
crisis 0
ensuring 0
the 0
restoration 0
of 0
peace 0
in 0
former 0
Yugoslavia 0
" 0
it 0
said 0
. 0

Last-minute 0
talks 0
this 0
week 0
on 0
the 0
legal 0
fine 0
print 0
finally 0
cleared 0
the 0
way 0
for 0
a 0
treaty 0
based 0
on 0
mutual 0
recognition 0
within 0
internationally 0
recognised 0
borders 0
and 0
the 0
establishment 0
of 0
diplomatic 0
relations 0
diplomats 0
said 0
. 0

The 0
pact 0
ends 0
five 0
years 0
of 0
hostility 0
after 0
Croatia 0
's 0
secession 0
from 0
federal 0
Yugoslavia 0
. 0

Western 0
powers 0
regard 0
diplomatic 0
normalisation 0
between 0
Croatia 0
and 0
Serbia 0
twin 0
pillars 0
of 0
the 0
old 0
multinational 0
federal 0
Yugoslavia 0
as 0
a 0
crucial 0
step 0
towards 0
a 0
lasting 0
peace 0
in 0
the 0
Balkans 0
. 0

Ecuador 0
president 0
to 0
lunch 0
with 0
ethnic 0
Indians 0
. 0

QUITO 0
Ecuador 0
1996-08-23 0

Ecuador 0
's 0
President 0
Abdala I-PER
Bucaram I-PER
has 0
announced 0
he 0
will 0
hold 0
regular 0
lunches 0
in 0
his 0
presidential 0
palace 0
for 0
members 0
of 0
the 0
country 0
's 0
different 0
ethnic 0
groups 0
as 0
of 0
next 0
week 0
. 0

" 0
It 0
was 0
about 0
time 0
for 0
the 0
Indians 0
the 0
blacks 0
and 0
the 0
mixed-bloods 0
to 0
begin 0
eating 0
in 0
the 0
palace 0
with 0
their 0
president 0
because 0
this 0
is 0
not 0
a 0
palace 0
exclusively 0
for 0
the 0
potentates 0
and 0
ambassadors 0
and 0
protocol 0
" 0
Bucaram I-PER
said 0
late 0
on 0
Thursday 0
. 0

" 0
In 0
these 0
weekly 0
lunches 0
we 0
are 0
going 0
to 0
get 0
to 0
know 0
the 0
problems 0
of 0
the 0
Indian 0
mixed-race 0
black 0
and 0
peasant 0
sectors 0
" 0
he 0
said 0
. 0

He 0
has 0
invited 0
35 0
Indian 0
leaders 0
to 0
lunch 0
next 0
Tuesday 0
. 0

Bucaram I-PER
who 0
was 0
elected 0
on 0
a 0
populist 0
platform 0
last 0
month 0
also 0
plans 0
to 0
create 0
a 0
ministry 0
for 0
ethnic 0
cultures 0
. 0

The 0
Andean 0
nation 0
's 0
population 0
of 0
11.4 0
million 0
is 0
47 0
percent 0
indigenous 0
. 0

Brazil 0
to 0
use 0
hovercrafts 0
for 0
Amazon 0
travel 0
. 0

BRASILIA 0
1996-08-22 0

Hovercrafts 0
will 0
soon 0
be 0
plying 0
the 0
waters 0
of 0
the 0
Amazon 0
in 0
a 0
bid 0
to 0
reduce 0
the 0
difficulties 0
of 0
transportation 0
on 0
the 0
vast 0
Brazilian 0
waterway 0
the 0
government 0
said 0
on 0
Thursday 0
. 0

Two 0
Russian-built 0
hovercrafts 0
capable 0
of 0
carrying 0
up 0
to 0
50 0
tons 0
each 0
will 0
begin 0
ferrying 0
passengers 0
and 0
cargo 0
up 0
and 0
down 0
the 0
huge 0
river 0
from 0
its 0
mouth 0
at 0
Belem 0
by 0
the 0
end 0
of 0
the 0
year 0
Brazil 0
's 0
Amazon 0
Affairs 0
Department 0
said 0
in 0
a 0
statement 0
. 0

The 0
use 0
of 0
riverways 0
in 0
the 0
region 0
has 0
been 0
made 0
a 0
priority 0
under 0
a 0
government 0
plan 0
for 0
the 0
Amazon 0
and 0
the 0
high-speed 0
hovercraft 0
will 0
help 0
reduce 0
the 0
time 0
involved 0
in 0
travelling 0
often 0
massive 0
distances 0
it 0
said 0
. 0

HK 0
's 0
Tsang I-PER
to 0
visit 0
Indonesia 0
New 0
Zealand 0
. 0

HONG 0
KONG 0
1996-08-23 0

Hong 0
Kong 0
Financial 0
Secretary 0
Donald I-PER
Tsang I-PER
will 0
visit 0
Indonesia 0
and 0
New 0
Zealand 0
from 0
August 0
25 0
to 0
31 0
the 0
government 0
said 0
on 0
Friday 0
. 0

In 0
Jakarta 0
Tsang I-PER
will 0
meet 0
President 0
Suharto I-PER
Minister 0
of 0
Finance 0
Mar'ie I-PER
Muhammad I-PER
Minister 0
of 0
Foreign 0
Affairs 0
Ali I-PER
Alatas I-PER
and 0
Minister 0
of 0
Trade 0
and 0
Industry 0
Tungky I-PER
Ariwibowo I-PER
. 0

On 0
his 0
New 0
Zealand 0
leg 0
from 0
August 0
29 0
Tsang I-PER
will 0
meet 0
Prime 0
Minister 0
Jim I-PER
Bolger I-PER
Deputy 0
Prime 0
Minister 0
Don I-PER
McKinnon I-PER
and 0
Minister 0
of 0
Finance 0
Bill I-PER
Birch I-PER
. 0

Jordan 0
expels 0
Iraqi 0
diplomat 0
after 0
bread 0
riots 0
. 0

Rana I-PER
Sabbagh I-PER

AMMAN 0
1996-08-23 0

Jordan 0
which 0
has 0
blamed 0
Iraq 0
for 0
bread 0
riots 0
last 0
week 0
has 0
asked 0
an 0
Iraqi 0
diplomat 0
to 0
leave 0
official 0
and 0
diplomatic 0
sources 0
said 0
on 0
Friday 0
. 0

The 0
main 0
Friday 0
prayers 0
in 0
southern 0
Jordan 0
that 0
were 0
the 0
starting 0
point 0
for 0
the 0
riots 0
a 0
week 0
ago 0
passed 0
peacefully 0
under 0
tight 0
security 0
imposed 0
by 0
the 0
army 0
with 0
only 0
brief 0
demonstrations 0
reported 0
. 0

Adel I-PER
Ibrahim I-PER
the 0
Iraqi 0
embassy 0
's 0
press 0
attache 0
was 0
asked 0
to 0
leave 0
" 0
because 0
he 0
was 0
carrying 0
out 0
duties 0
incompatible 0
with 0
diplomatic 0
norms 0
" 0
one 0
source 0
told 0
Reuters 0
implying 0
he 0
was 0
accused 0
of 0
spying 0
. 0

Ibrahim I-PER
told 0
Reuters 0
by 0
telephone 0
from 0
his 0
embassy 0
office 0
in 0
Amman 0
that 0
he 0
" 0
had 0
not 0
been 0
notified 0
" 0
of 0
any 0
explusion 0
order 0
. 0

The 0
government 0
declined 0
official 0
comment 0
. 0

Ibrahim I-PER
's 0
assistant 0
Hussein I-PER
Khalaf I-PER
was 0
expelled 0
earlier 0
this 0
year 0
for 0
similar 0
reasons 0
amid 0
rising 0
tension 0
in 0
bilateral 0
ties 0
after 0
King 0
Hussein I-PER
began 0
calling 0
for 0
change 0
in 0
Baghdad 0
following 0
top 0
Iraqi 0
defections 0
in 0
August 0
1995 0
. 0

Iraq 0
retaliated 0
then 0
by 0
expelling 0
a 0
junior 0
administrator 0
working 0
in 0
the 0
Jordanian 0
embassy 0
in 0
Baghdad 0
but 0
has 0
continued 0
its 0
policy 0
of 0
trying 0
to 0
avoid 0
public 0
conflicts 0
with 0
Jordan 0
-- 0
its 0
only 0
secure 0
route 0
to 0
the 0
rest 0
of 0
the 0
world 0
. 0

Jordan 0
has 0
accused 0
Iraq 0
and 0
a 0
local 0
pro-Baghdad 0
party 0
for 0
the 0
country 0
's 0
worst 0
unrest 0
in 0
seven 0
years 0
which 0
erupted 0
after 0
it 0
almost 0
doubled 0
the 0
prices 0
of 0
bread 0
last 0
week 0
under 0
radical 0
economic 0
reforms 0
agreed 0
with 0
the 0
International 0
Monetary 0
Fund 0
. 0

In 0
Karak 0
where 0
two 0
days 0
of 0
riots 0
flared 0
last 0
Friday 0
a 0
few 0
hundred 0
young 0
men 0
lingered 0
outside 0
Omari 0
mosque 0
on 0
leaving 0
shouting 0
slogans 0
for 0
about 0
15 0
minutes 0
. 0

" 0
Disperse 0
abstain 0
from 0
forming 0
groups 0
and 0
help 0
maintain 0
order 0
" 0
army 0
officers 0
who 0
has 0
enforced 0
a 0
loose 0
curfew 0
since 0
the 0
riots 0
told 0
the 0
crowd 0
through 0
loudspeakers 0
. 0

The 0
men 0
shouted 0
" 0
Allahu I-PER
Akbar 0
" 0
( 0
God I-PER
is 0
Greatest 0
) 0
as 0
a 0
former 0
Islamist 0
deputy 0
Ahmed I-PER
Kafawin I-PER
told 0
soldiers 0
the 0
crowd 0
would 0
not 0
cause 0
trouble 0
. 0

He 0
had 0
earlier 0
mounted 0
the 0
mosque 0
's 0
pulpit 0
to 0
demand 0
release 0
of 0
detainees 0
an 0
end 0
to 0
raids 0
on 0
houses 0
and 0
the 0
cancelling 0
of 0
the 0
bread 0
price 0
rises 0
. 0

Armoured 0
cars 0
had 0
patrolled 0
streets 0
in 0
Karak 0
traditional 0
bastion 0
of 0
communist 0
ideology 0
and 0
Baath 0
socialism 0
that 0
swept 0
the 0
region 0
in 0
the 0
1950s 0
and 0
guarded 0
entrances 0
to 0
the 0
hill-top 0
city 0
famed 0
for 0
its 0
Crusader 0
castle 0
before 0
the 0
prayers 0
. 0

There 0
was 0
also 0
heavy 0
security 0
in 0
the 0
crowded 0
centre 0
of 0
Amman 0
where 0
smaller 0
clashes 0
had 0
erupted 0
last 0
Saturday 0
but 0
Friday 0
prayers 0
at 0
the 0
main 0
mosque 0
ended 0
quietly 0
as 0
police 0
in 0
full 0
riot 0
gear 0
looked 0
on 0
. 0

The 0
Jordanian 0
Arab 0
Socialist 0
Baath 0
Party 0
which 0
has 0
one 0
deputy 0
in 0
the 0
80-seat 0
lower 0
house 0
of 0
parliament 0
has 0
denied 0
involvement 0
in 0
unrest 0
which 0
it 0
blamed 0
on 0
government 0
policies 0
and 0
rising 0
economic 0
hardship 0
. 0

Government 0
attempts 0
to 0
link 0
the 0
rioting 0
to 0
foreign 0
influence 0
has 0
been 0
treated 0
with 0
derision 0
by 0
those 0
in 0
the 0
streets 0
who 0
blame 0
the 0
protests 0
on 0
severe 0
economic 0
hardships 0
. 0

Turkey 0
says 0
killed 0
17 0
Kurd 0
rebels 0
in 0
clashes 0
. 0

ANKARA 0
1996-08-23 0

Turkish 0
troops 0
have 0
killed 0
17 0
Kurdish 0
rebels 0
in 0
recent 0
clashes 0
in 0
the 0
southeast 0
of 0
the 0
country 0
the 0
state-run 0
Anatolian 0
news 0
agency 0
said 0
on 0
Friday 0
. 0

Two 0
security 0
officials 0
and 0
two 0
state-paid 0
village 0
guards 0
were 0
killed 0
in 0
the 0
fighting 0
with 0
Kurdistan 0
Workers 0
Party 0
( 0
PKK 0
) 0
guerrillas 0
the 0
agency 0
quoted 0
the 0
emergency 0
rule 0
governor 0
's 0
office 0
as 0
saying 0
. 0

Eight 0
of 0
the 0
rebels 0
were 0
killed 0
in 0
Van 0
province 0
five 0
in 0
Sirnak 0
and 0
four 0
in 0
Hakkari 0
. 0

The 0
agency 0
did 0
not 0
say 0
when 0
the 0
clashes 0
took 0
place 0
. 0

More 0
than 0
people 0
have 0
died 0
in 0
the 0
PKK 0
's 0
12-year-old 0
fight 0
for 0
independence 0
or 0
autonomy 0
in 0
southeastern 0
Turkey 0
. 0

Three 0
people 0
including 0
two 0
village 0
guards 0
died 0
when 0
a 0
mine 0
planted 0
by 0
PKK 0
rebels 0
exploded 0
on 0
a 0
road 0
in 0
the 0
southeast 0
Anatolian 0
reported 0
earlier 0
. 0

It 0
said 0
a 0
taxi 0
carrying 0
the 0
guards 0
members 0
of 0
a 0
mostly 0
Kurdish 0
militia 0
which 0
fights 0
the 0
PKK 0
hit 0
the 0
mine 0
in 0
the 0
province 0
of 0
Diyarbakir 0
. 0

U.S. 0
says 0
Iraqi 0
Kurds 0
agree 0
ceasefire 0
. 0

WASHINGTON 0
1996-08-23 0

Leaders 0
of 0
Iraq 0
's 0
two 0
main 0
Kurdish 0
factions 0
agreed 0
on 0
Friday 0
to 0
end 0
six 0
days 0
of 0
fighting 0
and 0
to 0
attend 0
U.S.-mediated 0
peace 0
talks 0
next 0
month 0
the 0
State 0
Department 0
said 0
. 0

Spokesman 0
Glyn I-PER
Davies I-PER
said 0
in 0
a 0
statement 0
that 0
the 0
agreement 0
followed 0
direct 0
U.S. 0
contacts 0
with 0
Massoud I-PER
Barzani I-PER
leader 0
of 0
the 0
Kurdistan 0
Democratic 0
Party 0
( 0
KDP 0
) 0
and 0
Jalal I-PER
Talabani I-PER
leader 0
of 0
the 0
Patriotic 0
Union 0
of 0
Kurdistan 0
( 0
PUK 0
) 0
. 0

Davies I-PER
said 0
the 0
two 0
leaders 0
" 0
have 0
agreed 0
to 0
cease 0
the 0
fighting 0
( 0
and 0
) 0
return 0
their 0
forces 0
to 0
the 0
positions 0
held 0
before 0
the 0
current 0
fighting 0
began 0
" 0
on 0
August 0
17 0
. 0

He 0
did 0
not 0
give 0
a 0
specific 0
time 0
for 0
the 0
ceasefire 0
but 0
said 0
the 0
United 0
States 0
looked 0
forward 0
to 0
" 0
immediate 0
implementation 0
" 0
. 0

The 0
two 0
party 0
leaders 0
had 0
also 0
agreed 0
to 0
meet 0
U.S. 0
Assistant 0
Secretary 0
for 0
Near 0
Eastern 0
Affairs 0
Robert I-PER
Pelletreau I-PER
in 0
September 0
" 0
to 0
solidify 0
the 0
cease-fire 0
and 0
to 0
pursue 0
reconciliation 0
" 0
Davies I-PER
said 0
. 0

His 0
statement 0
gave 0
no 0
venue 0
or 0
precise 0
date 0
for 0
the 0
meeting 0
. 0

The 0
United 0
States 0
has 0
already 0
called 0
on 0
the 0
Kurdish 0
factions 0
to 0
hold 0
peace 0
talks 0
in 0
London 0
. 0

The 0
KDP 0
said 0
Thursday 0
night 0
it 0
had 0
repelled 0
an 0
attack 0
by 0
thousands 0
of 0
PUK 0
fighters 0
killing 0
wounding 0
or 0
capturing 0
about 0
400 0
opposing 0
guerrillas 0
. 0

The 0
fighting 0
has 0
threatened 0
a 0
U.S.-led 0
peace 0
plan 0
to 0
unite 0
the 0
mountainous 0
Kurdish 0
region 0
in 0
northern 0
Iraq 0
against 0
President 0
Saddam I-PER
Hussein I-PER
. 0

One 0
teen 0
left 0
dead 0
by 0
attack 0
on 0
U.S. 0
slumber 0
party 0
. 0

CHESAPEAKE 0
Va 0
. 0

1996-08-23 0

A 0
knife-wielding 0
neighbour 0
apparently 0
intent 0
on 0
sexual 0
assault 0
invaded 0
a 0
teenage 0
slumber 0
party 0
on 0
Friday 0
killing 0
one 0
girl 0
and 0
wounding 0
three 0
others 0
police 0
said 0
. 0

At 0
about 0
4 0
a.m. 0
EDT 0
( 0
0800 0
GMT 0
) 0
a 0
group 0
of 0
teenaged 0
girls 0
were 0
having 0
the 0
overnight 0
party 0
in 0
the 0
Camelot 0
subdivision 0
of 0
this 0
eastern 0
Virginia 0
city 0
when 0
a 0
man 0
entered 0
the 0
house 0
wielding 0
a 0
knife 0
threatening 0
to 0
sexually 0
assault 0
the 0
girls 0
. 0

Detective 0
Richard I-PER
Black I-PER
of 0
the 0
Chesapeake 0
Police 0
Department 0
said 0
a 0
neighbour 0
Curtis I-PER
Lee I-PER
White I-PER
II I-PER
19 0
was 0
arrested 0
in 0
the 0
attack 0
but 0
had 0
not 0
been 0
charged 0
by 0
late 0
morning 0
on 0
Friday 0
. 0

There 0
were 0
apparently 0
no 0
adults 0
at 0
the 0
party 0
as 0
the 0
father 0
of 0
the 0
family 0
who 0
lived 0
in 0
the 0
house 0
was 0
out 0
of 0
town 0
and 0
the 0
mother 0
died 0
more 0
than 0
a 0
year 0
ago 0
Black I-PER
said 0
. 0

The 0
detective 0
said 0
details 0
were 0
sketchy 0
but 0
two 0
of 0
the 0
teenagers 0
were 0
reportedly 0
downstairs 0
watching 0
television 0
when 0
White I-PER
allegedly 0
entered 0
the 0
house 0
and 0
told 0
the 0
girls 0
to 0
take 0
off 0
their 0
clothes 0
. 0

He 0
said 0
a 0
male 0
teenager 0
sleeping 0
upstairs 0
reportedly 0
heard 0
the 0
commotion 0
and 0
came 0
downstairs 0
and 0
confronted 0
White I-PER
who 0
allegedly 0
stabbed 0
him 0
more 0
than 0
once 0
. 0

The 0
other 0
teenagers 0
also 0
confronted 0
the 0
assailant 0
and 0
three 0
girls 0
all 0
under 0
18 0
were 0
stabbed 0
one 0
fatally 0
. 0

" 0
At 0
least 0
two 0
of 0
them 0
were 0
sexually 0
molested 0
" 0
Black I-PER
said 0
. 0

He 0
said 0
all 0
of 0
the 0
wounded 0
teenagers 0
were 0
taken 0
to 0
a 0
hospital 0
but 0
none 0
of 0
the 0
injuries 0
were 0
considered 0
life-threatening 0
. 0

Police 0
said 0
the 0
girl 0
who 0
died 0
was 0
identified 0
as 0
Michelle I-PER
Harper I-PER
. 0

Her 0
age 0
was 0
not 0
given 0
. 0

Glickman I-PER
says 0
USDA 0
monitoring 0
aflatoxin 0
in 0
Texas 0
. 0

WASHINGTON 0
1996-08-23 0

Agriculture 0
Secretary 0
Dan I-PER
Glickman I-PER
said 0
the 0
department 0
was 0
monitoring 0
reports 0
of 0
aflatoxin 0
found 0
in 0
corn 0
in 0
parts 0
of 0
Texas 0
. 0

" 0
We 0
're 0
always 0
concerned 0
about 0
aflatoxin 0
but 0
we 0
're 0
on 0
top 0
of 0
it 0
" 0
Glickman I-PER
told 0
reporters 0
after 0
addressing 0
a 0
USDA-sponsored 0
farmers 0
' 0
market 0
. 0

" 0
That 0
's 0
a 0
perennial 0
problem 0
. 0

It 0
may 0
be 0
a 0
little 0
more 0
problematic 0
because 0
of 0
cold 0
wet 0
conditions 0
but 0
we 0
're 0
on 0
top 0
of 0
it 0
" 0
the 0
secretary 0
said 0
. 0

Asked 0
about 0
reports 0
Egypt 0
has 0
set 0
new 0
levels 0
for 0
a 0
vomitoxin 0
in 0
its 0
purchase 0
of 0
U.S. 0
wheat 0
the 0
secretary 0
said 0
" 0
I 0
do 0
n't 0
know 0
anything 0
about 0
it 0
" 0
but 0
added 0
that 0
USDA 0
officials 0
were 0
" 0
looking 0
at 0
it 0
. 0
" 0

Mass 0
. 0

governor 0
has 0
trouble 0
winning 0
home 0
support 0
. 0

BOSTON 0
1996-08-23 0

The 0
12-year-old 0
daughter 0
of 0
Republican 0
Gov 0
. 0

William I-PER
Weld I-PER
is 0
working 0
to 0
stop 0
his 0
bid 0
to 0
win 0
a 0
U.S. 0
Senate 0
seat 0
because 0
she 0
does 0
n't 0
want 0
to 0
leave 0
Massachusetts 0
. 0

Weld I-PER
conceded 0
his 0
12-year-old 0
daughter 0
Franny I-PER
is 0
" 0
a 0
foot 0
soldier 0
" 0
for 0
Democratic 0
incumbent 0
Sen 0
. 0

John I-PER
Kerry I-PER
even 0
though 0
she 0
is 0
n't 0
old 0
enough 0
to 0
vote 0
. 0

Weld I-PER
speaking 0
on 0
WBUR-FM 0
radio 0
on 0
Thursday 0
said 0
he 0
was 0
facing 0
a 0
revolt 0
from 0
his 0
daughter 0
in 0
part 0
because 0
she 0
does 0
not 0
want 0
to 0
leave 0
Cambridge 0
Massachusetts 0
and 0
move 0
to 0
Washington 0
. 0

He 0
also 0
said 0
Franny I-PER
Weld I-PER
's 0
best 0
friend 0
